,hv_score,spend_time
0,-5.408004516541387,0.04829290866851807
1,-7.470431571166452,0.04829290866851807
2,-3.8274428091173878,0.04829290866851807
3,-6.380805450377793,0.04829290866851807
4,-4.472672424674497,0.04829290866851807
5,-6.281271815977863,0.04829290866851807
6,-5.606542152049291,0.04829290866851807
7,-5.824091851186106,0.04829290866851807
8,-6.796471511201025,0.04829290866851807
9,-5.19427855147711,0.04829290866851807
10,-4.772157298753554,0.04829290866851807
11,-6.3876910442302055,0.04829290866851807
12,-5.159524532509529,0.04829290866851807
13,-4.845950423602215,0.04829290866851807
14,-4.930169826352546,0.04829290866851807
15,-6.452175425237651,0.04829290866851807
16,-5.6739677065758505,0.04829290866851807
17,-4.166511678298058,0.04829290866851807
18,-7.758720580331726,0.04829290866851807
19,-6.453680432762281,0.04829290866851807
20,-5.2619092253535795,0.04829290866851807
21,-5.388554099231394,0.04829290866851807
22,-4.889387873020336,0.04829290866851807
23,-5.002444257413541,0.04829290866851807
24,-5.807369234587959,0.04829290866851807
25,-5.733304689818901,0.04829290866851807
26,-5.436326303781149,0.04829290866851807
27,-5.911520991127098,0.04829290866851807
28,-4.672482007971487,0.04829290866851807
29,-6.047413039308602,0.04829290866851807
30,-6.195982459018101,0.04829290866851807
31,-5.900124083586541,0.04829290866851807
32,-6.592833393299303,0.04829290866851807
33,-6.5453986753161955,0.04829290866851807
34,-6.338810252374555,0.04829290866851807
35,-5.00551036003666,0.04829290866851807
36,-7.012129419256025,0.04829290866851807
37,-3.7671344588655686,0.04829290866851807
38,-5.971544316560436,0.04829290866851807
39,-5.501603082804135,0.04829290866851807
40,-5.7760057576010055,0.04829290866851807
41,-6.523467633849144,0.04829290866851807
42,-6.1423428650205345,0.04829290866851807
43,-5.062721488961271,0.04829290866851807
44,-7.955146547839663,0.04829290866851807
45,-6.5665217204282875,0.04829290866851807
46,-5.937262749969407,0.04829290866851807
47,-4.077270093359774,0.04829290866851807
48,-6.924300960469869,0.04829290866851807
49,-5.416216315045313,0.04829290866851807
50,-5.884731387306069,0.04829290866851807
51,-4.361813344893665,0.04829290866851807
52,-6.633031503940017,0.04829290866851807
53,-6.708139059253538,0.04829290866851807
54,-5.6650573221514025,0.04829290866851807
55,-5.059700342169458,0.04829290866851807
56,-4.374962716205664,0.04829290866851807
57,-4.435943785103553,0.04829290866851807
58,-6.627785407098148,0.04829290866851807
59,-5.049717321882356,0.04829290866851807
60,-5.289171771435976,0.04829290866851807
61,-4.5266625270213,0.04829290866851807
62,-5.411792906017622,0.04829290866851807
63,-7.261800318364786,0.04829290866851807
64,-6.073045069037077,0.04829290866851807
65,-4.4618381659504385,0.04829290866851807
66,-6.6121158360552625,0.04829290866851807
67,-5.721123103762663,0.04829290866851807
68,-5.463749381219537,0.04829290866851807
69,-5.9416505211479445,0.04829290866851807
70,-6.709563666339471,0.04829290866851807
71,-5.29622228018119,0.04829290866851807
72,-7.681057326436623,0.04829290866851807
73,-5.256945529310476,0.04829290866851807
74,-5.737318468688813,0.04829290866851807
75,-6.485641616689601,0.04829290866851807
76,-5.135237724795091,0.04829290866851807
77,-3.823942082040173,0.04829290866851807
78,-6.699649713031238,0.04829290866851807
79,-4.514205669770251,0.04829290866851807
80,-6.315794014330321,0.04829290866851807
81,-5.041677840786797,0.04829290866851807
82,-6.018793066469308,0.04829290866851807
83,-7.2765760479426165,0.04829290866851807
84,-4.105541086832894,0.04829290866851807
85,-7.611694643598726,0.04829290866851807
86,-5.755991243856403,0.04829290866851807
87,-6.68915553268658,0.04829290866851807
88,-6.087860418261419,0.04829290866851807
89,-6.360189673366365,0.04829290866851807
90,-5.953361724548609,0.04829290866851807
91,-7.1164036300485325,0.04829290866851807
92,-5.847324896316641,0.04829290866851807
93,-5.819213571391996,0.04829290866851807
94,-4.405972357355847,0.04829290866851807
95,-6.143727274429772,0.04829290866851807
96,-7.157718067836239,0.04829290866851807
97,-7.1025771938459235,0.04829290866851807
98,-5.628529187859525,0.04829290866851807
99,-7.431533023240651,0.04829290866851807
